infl1,GPRD,FEDFUNDS,BIP,RSI_14,USDI_Price_pct,gold_tagesrendite
-0.0008435613,82.24,-0.1249999999999998,0.0112274156216534,,,0.019037576064628414
-0.0008435613,118.86,-0.1249999999999998,0.0112274156216534,,-0.0011451189305587972,-0.0023191458434361767
-0.0008435613,86.15,-0.1249999999999998,0.0112274156216534,,-0.0005233710077384712,0.013624336980187834
-0.0008435613,180.25,-0.1249999999999998,0.0112274156216534,,0.0008228708217488112,0.0011466938755686495
-0.0008435613,80.14,-0.1249999999999998,0.0112274156216534,,0.0009592266390940907,-0.007126565102403726
-0.0008435613,83.38,-0.1249999999999998,0.0112274156216534,,-0.0005476042314872531,0.0017303576782399244
-0.0008435613,75.76,-0.1249999999999998,0.0112274156216534,,-0.0008716658780164588,-0.008956522410038192
-0.0008435613,68.3,-0.1249999999999998,0.0112274156216534,,-0.0012587865795902209,-0.02504683299859689
-0.0008435613,86.67,-0.1249999999999998,0.0112274156216534,,0.009334248455730831,-0.004568648643108242
-0.0008435613,115.55,-0.1249999999999998,0.0112274156216534,,0.00034617904874956196,0.010975183210727213
-0.0008435613,125.9,-0.1249999999999998,0.0112274156216534,,-0.0048077517272067105,0.025856917367691468
-0.0024665164,88.1,0.1428571428571428,0.0083925480550239,,-0.007575569409602356,0.005066758659143078
-0.0024665164,76.94,0.1428571428571428,0.0083925480550239,,0.0064195615176696474,0.006827847311626778
-0.0024665164,82.44,0.1428571428571428,0.0083925480550239,,0.010258004351880734,-0.003676017262492226
-0.0024665164,100.6,0.1428571428571428,0.0083925480550239,61.63399120316464,0.004270769230769078,-0.004452907209661072
-0.0024665164,88.39,0.1428571428571428,0.0083925480550239,53.3902882163029,-0.002561368677769904,0.013674115015974264
-0.0024665164,66.64,0.1428571428571428,0.0083925480550239,59.19063591722057,-0.003526318376173454,0.006492681584043591
-0.0024665164,103.97,0.1428571428571428,0.0083925480550239,56.92228100981436,0.006325446048753847,0.004446715155592473
-0.0024665164,103.84,0.1428571428571428,0.0083925480550239,58.06612466667755,-0.007082118264023052,-0.006983476525019516
-0.0024665164,98.1,0.1428571428571428,0.0083925480550239,58.06612757579861,0.009316846833506087,0.007786041937273724
-0.0024665164,56.63,0.1428571428571428,0.0083925480550239,60.00954896181675,-0.00442591483170518,0.006853619937694733
-0.0024665164,73.86,0.1428571428571428,0.0083925480550239,66.2142276436164,-0.0074543467315084655,-0.002351516001800169
-0.0024665164,103.2,0.1428571428571428,0.0083925480550239,79.74308401920457,-0.005159486278488501,0.005272335905766479
-0.0024665164,70.93,0.1428571428571428,0.0083925480550239,83.92129711216953,1.2437037497647907e-05,0.0067254701852390575
-0.0024665164,109.54,0.1428571428571428,0.0083925480550239,83.38308718808393,-0.00587020869089383,-0.007048351138799869
-0.0024665164,103.52,0.1428571428571428,0.0083925480550239,71.8278789534914,0.0011509495333654751,0.027220561299319712
-0.0024665164,65.63,0.1428571428571428,0.0083925480550239,77.63224402999256,-0.0038612450953443567,0.015322695773617223
-0.0024665164,58.42,0.1428571428571428,0.0083925480550239,79.37000998632652,-0.008856329264773866,-0.005563129516700349
-0.0024665164,128.43,0.1428571428571428,0.0083925480550239,77.89792688817671,0.003683031476629184,0.007617681411757893
-0.0024665164,69.98,0.1428571428571428,0.0083925480550239,82.04093536534428,0.0014501525812717908,0.0014765814361417107
0.0044001914,134.97,0.25,0.0083925480550239,80.16565809676452,-0.004835236788093278,0.008787479461989545
0.0044001914,57.82,0.25,0.0083925480550239,80.65724690392926,0.0009742765680158527,-0.019935714353656042
0.0044001914,102.98,0.25,0.0083925480550239,67.07426048870802,-0.0006699532296801092,-0.0027440109922691747
0.0044001914,124.92,0.25,0.0083925480550239,69.22324945813239,0.0016317340652947099,0.01507359795140073
0.0044001914,142.99,0.25,0.0083925480550239,71.0237120584145,-0.006453160912282652,-0.007071284744925466
0.0044001914,82.25,0.25,0.0083925480550239,65.69604513913532,0.0007499205592627067,-0.002848640949554948
0.0044001914,85.78,0.25,0.0083925480550239,65.39853589879473,-0.0010414814438488573,-0.0052375013632306455
0.0044001914,68.33,0.25,0.0083925480550239,61.46536662320221,0.007297970808116672,0.0022136891361355104
0.0044001914,61.83,0.25,0.0083925480550239,60.16826812156267,-0.0022846035392420916,-0.0023282192802883683
0.0044001914,80.42,0.25,0.0083925480550239,62.38486438694674,0.008210512998924724,0.005923923106867068
0.0044001914,128.72,0.25,0.0083925480550239,54.909938237735105,0.0011167716515672055,-0.0006543394167252137
0.0044001914,81.79,0.25,0.0083925480550239,46.716318141998606,-0.004111151498439547,-0.0038690119047618543
0.0044001914,49.79,0.25,0.0083925480550239,47.65195998097518,1.258574035634119e-05,0.021930073907496572
0.0044001914,141.49,0.25,0.0083925480550239,55.06818252411434,-0.004027386226338803,0.011226745147310258
0.0044001914,101.15,0.25,0.0083925480550239,59.115431976573845,0.002110291144358678,0.00046259974022677675
0.0044001914,68.3,0.25,0.0083925480550239,55.7501465119074,-0.005258313052469266,-0.004565992265264329
0.0044001914,152.73,0.25,0.0083925480550239,65.8166558247268,-0.006148112466090261,-0.003077274646165584
0.0044001914,55.0,0.25,0.0083925480550239,65.50069533588598,0.0022576242649963163,0.010425206938122322
0.0044001914,113.57,0.25,0.0083925480550239,63.68233144702871,-0.0035378859222684467,-0.05302906066548352
0.0044001914,146.9,0.25,0.0083925480550239,40.366126845724544,0.006309067688378134,0.014121420042911836
0.0044029736,91.45,0.3,0.0083925480550239,47.02405885006084,0.0005076528669696323,-0.00162058098781237
